"File","Line","Crate","RiskLevel","Context","Code"
"tools\aw_build\src\main.rs","295","unknown","P0-Critical","fs::copy(&b, root1.join(""b.txt"")).unwrap();","fs::copy(&b, root1.join(""b.txt"")).unwrap();"
"tools\aw_build\src\main.rs","294","unknown","P0-Critical","fs::copy(&a, root1.join(""a.txt"")).unwrap();","fs::copy(&a, root1.join(""a.txt"")).unwrap();"
"tools\aw_build\src\main.rs","301","unknown","P0-Critical","gen_manifest(&root2, ""n"", ""2"")","let m2 = gen_manifest(&root2, ""n"", ""2"").unwrap();"
"tools\aw_build\src\main.rs","293","unknown","P0-Critical","fs::create_dir_all(&root2)","fs::create_dir_all(&root2).unwrap();"
"tools\aw_build\src\main.rs","288","unknown","P0-Critical","fs::write(&b, ""world"")","fs::write(&b, ""world"").unwrap();"
"tools\aw_build\src\main.rs","287","unknown","P0-Critical","fs::write(&a, ""hello"")","fs::write(&a, ""hello"").unwrap();"
"tools\aw_build\src\main.rs","136","unknown","P0-Critical",".unwrap()",".unwrap()"
"tools\aw_build\src\main.rs","178","unknown","P0-Critical",".unwrap()",".unwrap()"
"tools\aw_build\src\main.rs","181","unknown","P0-Critical","fs::read(p)","let data = fs::read(p).unwrap();"
"tools\aw_build\src\main.rs","215","unknown","P0-Critical",".unwrap()",".unwrap()"
"tools\aw_build\src\main.rs","237","unknown","P0-Critical","e.path().strip_prefix(bin_dir)","let rel = e.path().strip_prefix(bin_dir).unwrap();"
"tools\aw_build\src\main.rs","292","unknown","P0-Critical","fs::create_dir_all(&root1)","fs::create_dir_all(&root1).unwrap();"
"tools\aw_build\src\main.rs","300","unknown","P0-Critical","gen_manifest(&root1, ""n"", ""1"")","let m1 = gen_manifest(&root1, ""n"", ""1"").unwrap();"
"tools\aw_editor\src\file_watcher.rs","246","unknown","P0-Critical","writeln!(file, ""name = \""test\"""").unwrap();","writeln!(file, ""name = \""test\"""").unwrap();"
"tools\aw_editor\src\file_watcher.rs","270","unknown","P0-Critical","fs::create_dir_all(&temp_dir)","fs::create_dir_all(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","272","unknown","P0-Critical","FileWatcher::new(&temp_dir)","let watcher = FileWatcher::new(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","308","unknown","P0-Critical","writeln!(file, ""version = {}"", i).unwrap();","writeln!(file, ""version = {}"", i).unwrap();"
"tools\aw_editor\src\file_watcher.rs","299","unknown","P0-Critical","fs::create_dir_all(&temp_dir)","fs::create_dir_all(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","301","unknown","P0-Critical","FileWatcher::new(&temp_dir)","let watcher = FileWatcher::new(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","306","unknown","P0-Critical","fs::File::create(&test_file)","let mut file = fs::File::create(&test_file).unwrap();"
"tools\aw_editor\src\file_watcher.rs","307","unknown","P0-Critical","writeln!(file, ""[material]"").unwrap();","writeln!(file, ""[material]"").unwrap();"
"tools\aw_editor\src\file_watcher.rs","245","unknown","P0-Critical","writeln!(file, ""[material]"").unwrap();","writeln!(file, ""[material]"").unwrap();"
"tools\aw_editor\src\file_watcher.rs","276","unknown","P0-Critical","fs::File::create(&test_texture)","fs::File::create(&test_texture).unwrap();"
"tools\aw_editor\src\file_watcher.rs","244","unknown","P0-Critical","fs::File::create(&test_material)","let mut file = fs::File::create(&test_material).unwrap();"
"tools\aw_editor\src\file_watcher.rs","141","unknown","P0-Critical","debounce_state.lock()","let mut state = debounce_state.lock().unwrap();"
"tools\aw_editor\src\file_watcher.rs","240","unknown","P0-Critical","FileWatcher::new(&temp_dir)","let watcher = FileWatcher::new(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","238","unknown","P0-Critical","fs::create_dir_all(&temp_dir)","fs::create_dir_all(&temp_dir).unwrap();"
"tools\aw_editor\src\file_watcher.rs","167","unknown","P0-Critical","debounce_state.lock()","let mut state = debounce_state.lock().unwrap();"
"tools\aw_editor\src\file_watcher.rs","151","unknown","P0-Critical","debounce_state.lock()","let mut state = debounce_state.lock().unwrap();"
"astraweave-ai\src\async_task.rs","410","astraweave-ai","P1-High","result","assert_eq!(result.unwrap(), 42);"
"astraweave-ai\src\llm_executor.rs","396","astraweave-ai","P1-High","plan_result","match plan_result.unwrap() {"
"astraweave-ai\src\llm_executor.rs","492","astraweave-ai","P1-High","task1.try_recv()","assert!(task1.try_recv().unwrap().is_ok());"
"astraweave-ai\src\llm_executor.rs","493","astraweave-ai","P1-High","task2.try_recv()","assert!(task2.try_recv().unwrap().is_ok());"
"astraweave-ai\src\llm_executor.rs","494","astraweave-ai","P1-High","task3.try_recv()","assert!(task3.try_recv().unwrap().is_ok());"
"astraweave-ai\src\llm_executor.rs","354","astraweave-ai","P1-High","result","match result.unwrap() {"
"astraweave-ai\src\llm_executor.rs","454","astraweave-ai","P1-High","result","match result.unwrap() {"
"astraweave-asset\src\lib.rs","33","astraweave-asset","P1-High","u32::from_le_bytes(bytes[8..12].try_into()","let _length = u32::from_le_bytes(bytes[8..12].try_into().unwrap());"
"astraweave-asset\src\lib.rs","32","astraweave-asset","P1-High","u32::from_le_bytes(bytes[4..8].try_into()","let _version = u32::from_le_bytes(bytes[4..8].try_into().unwrap());"
"astraweave-asset\src\lib.rs","671","astraweave-asset","P1-High","max_time.max(*times.last()","max_time = max_time.max(*times.last().unwrap());"
"astraweave-behavior\src\goap_cache.rs","401","astraweave-behavior","P1-High","cached","assert_eq!(cached.unwrap().len(), 2, ""Cached plan should have 2 actions"");"
"astraweave-behavior\src\goap_cache.rs","490","astraweave-behavior","P1-High","plan1","assert_eq!(plan1.unwrap().len(), plan2.unwrap().len());"
"astraweave-behavior\src\goap.rs","490","astraweave-behavior","P1-High","plan.current_action.as_ref()","assert_eq!(plan.current_action.as_ref().unwrap().name, ""step1"");"
"astraweave-behavior\src\goap.rs","494","astraweave-behavior","P1-High","plan.current_action.as_ref()","assert_eq!(plan.current_action.as_ref().unwrap().name, ""step2"");"
"astraweave-behavior\src\goap.rs","498","astraweave-behavior","P1-High","plan.current_action.as_ref()","assert_eq!(plan.current_action.as_ref().unwrap().name, ""step3"");"
"astraweave-coordination\src\agent.rs","572","astraweave-coordination","P1-High","value","assert_eq!(value.unwrap(), serde_json::json!(""test_value""));"
"astraweave-coordination\src\agent.rs","541","astraweave-coordination","P1-High","received","assert_eq!(received.unwrap().id, message.id);"
"astraweave-core\src\ecs_adapter.rs","353","astraweave-core","P1-High","let ecs_pos = ecs_app.world.get::<CPos>(ecs_entity).unwrap().pos;","let ecs_pos = ecs_app.world.get::<CPos>(ecs_entity).unwrap().pos;"
"astraweave-core\src\ecs_adapter.rs","380","astraweave-core","P1-High","legacy_world.health(legacy_entity)","let legacy_hp = legacy_world.health(legacy_entity).unwrap().hp;"
"astraweave-core\src\ecs_adapter.rs","381","astraweave-core","P1-High","let ecs_hp = ecs_app.world.get::<CHealth>(ecs_entity).unwrap().hp;","let ecs_hp = ecs_app.world.get::<CHealth>(ecs_entity).unwrap().hp;"
"astraweave-core\src\tool_sandbox.rs","178","astraweave-core","P1-High","map_engine_error(intent.steps.first()","let tb2 = map_engine_error(intent.steps.first().unwrap(), &err2);"
"astraweave-core\src\tool_sandbox.rs","207","astraweave-core","P1-High","w.pos_of(a)","assert_eq!(w.pos_of(a).unwrap(), IVec2 { x: 1, y: 0 });"
"astraweave-core\src\tool_sandbox.rs","162","astraweave-core","P1-High","map_engine_error(intent.steps.first()","let tb = map_engine_error(intent.steps.first().unwrap(), &err);"
"astraweave-core\src\validation.rs","383","astraweave-core","P1-High","w.health(enemy)","let hp_after = w.health(enemy).unwrap().hp;"
"astraweave-core\src\validation.rs","379","astraweave-core","P1-High","w.health(enemy)","let hp_before = w.health(enemy).unwrap().hp;"
"astraweave-core\src\validation.rs","380","astraweave-core","P1-High","w.ammo(actor)","let ammo_before = w.ammo(actor).unwrap().rounds;"
"astraweave-core\src\validation.rs","384","astraweave-core","P1-High","w.ammo(actor)","let ammo_after = w.ammo(actor).unwrap().rounds;"
"astraweave-director\src\phase.rs","48","astraweave-director","P1-High","tele.push(self.state.telegraph.clone()","tele.push(self.state.telegraph.clone().unwrap());"
"astraweave-director\src\systems.rs","391","astraweave-director","P1-High","LlmDirector::new(llm_client, rag_pipeline, LlmDirectorConfig::default()).unwrap(),","LlmDirector::new(llm_client, rag_pipeline, LlmDirectorConfig::default()).unwrap(),"
"astraweave-embeddings\src\store.rs","194","astraweave-embeddings","P1-High","results.sort_by(|a, b| a.distance.partial_cmp(&b.distance)","results.sort_by(|a, b| a.distance.partial_cmp(&b.distance).unwrap());"
"astraweave-embeddings\src\store.rs","272","astraweave-embeddings","P1-High","scored_vectors.sort_by(|a, b| a.1.partial_cmp(&b.1)","scored_vectors.sort_by(|a, b| a.1.partial_cmp(&b.1).unwrap());"
"astraweave-embeddings\src\utils.rs","215","astraweave-embeddings","P1-High","memories.sort_by(|a, b| b.importance.partial_cmp(&a.importance)","memories.sort_by(|a, b| b.importance.partial_cmp(&a.importance).unwrap());"
"astraweave-llm\src\cache\lru.rs","97","astraweave-llm","P1-High","self.inner.lock()","self.inner.lock().unwrap().map.len()"
"astraweave-llm\src\hermes2pro_ollama.rs","381","astraweave-llm","P1-High","health.error_message()","panic!(""{}"", health.error_message().unwrap());"
"astraweave-llm\src\hermes2pro_ollama.rs","394","astraweave-llm","P1-High","serde_json::to_string_pretty(&json)","println!(""Parsed JSON: {}"", serde_json::to_string_pretty(&json).unwrap());"
"astraweave-llm\src\lib.rs","891","astraweave-llm","P1-High","serde_json::to_string_pretty(snap)","snap = serde_json::to_string_pretty(snap).unwrap(),"
"astraweave-llm\src\phi3_ollama.rs","377","astraweave-llm","P1-High","health.error_message()","panic!(""{}"", health.error_message().unwrap());"
"astraweave-llm\src\phi3_ollama.rs","390","astraweave-llm","P1-High","serde_json::to_string_pretty(&json)","println!(""Parsed JSON: {}"", serde_json::to_string_pretty(&json).unwrap());"
"astraweave-llm\src\retry.rs","300","astraweave-llm","P1-High","result","assert_eq!(result.unwrap(), 42);"
"astraweave-llm\src\retry.rs","327","astraweave-llm","P1-High","result","assert_eq!(result.unwrap(), 42);"
"astraweave-memory\src\memory_manager.rs","336","astraweave-memory","P1-High","retrieved","assert_eq!(retrieved.unwrap().content.text, ""Test sensory memory"");"
"astraweave-memory\src\storage.rs","432","astraweave-memory","P1-High","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 0);"
"astraweave-memory\src\storage.rs","500","astraweave-memory","P1-High","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 1);"
"astraweave-memory\src\storage.rs","505","astraweave-memory","P1-High","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 0);"
"astraweave-nav\src\lib.rs","226","astraweave-nav","P1-High","path.last()","assert!((path.last().unwrap().x - 0.45).abs() < 1e-3);"
"astraweave-nav\src\lib.rs","225","astraweave-nav","P1-High","path.first()","assert!((path.first().unwrap().x - 0.1).abs() < 1e-3);"
"astraweave-net\src\lib.rs","642","astraweave-net","P1-High","send(Message::Text(serde_json::to_string(&msg)",".send(Message::Text(serde_json::to_string(&msg).unwrap().into()))"
"astraweave-net\src\lib.rs","633","astraweave-net","P1-High","serde_json::to_string(&msg)","serde_json::to_string(&msg).unwrap().into(),"
"astraweave-net\src\lib.rs","624","astraweave-net","P1-High","serde_json::to_string(&msg)","serde_json::to_string(&msg).unwrap().into(),"
"astraweave-npc\src\runtime.rs","130","astraweave-npc","P1-High","view.player_pos","(view.self_pos - view.player_pos.unwrap()).normalize_or_zero();"
"astraweave-observability\src\llm_telemetry.rs","171","astraweave-observability","P1-High","Histogram::new(3)","latency_histogram: Histogram::new(3).unwrap(), // 3 significant digits"
"astraweave-observability\src\llm_telemetry.rs","1027","astraweave-observability","P1-High","chrono::Duration::from_std(latency)","start_time: end_time - chrono::Duration::from_std(latency).unwrap(),"
"astraweave-observability\src\llm_telemetry.rs","173","astraweave-observability","P1-High","Histogram::new(3)","cost_histogram: Histogram::new(3).unwrap(),"
"astraweave-observability\src\llm_telemetry.rs","172","astraweave-observability","P1-High","Histogram::new(3)","token_histogram: Histogram::new(3).unwrap(),"
"astraweave-optimization\src\batch_inference.rs","220","astraweave-optimization","P1-High","chrono::Duration::from_std(self.config.request_timeout)","timeout_at: Utc::now() + chrono::Duration::from_std(self.config.request_timeout).unwrap(),"
"astraweave-optimization\src\prompt_cache.rs","158","astraweave-optimization","P1-High","unwrap_or_else(|| std::num::NonZeroUsize::new(1000)",".unwrap_or_else(|| std::num::NonZeroUsize::new(1000).unwrap());"
"astraweave-optimization\src\prompt_cache.rs","241","astraweave-optimization","P1-High","chrono::Duration::from_std(self.config.entry_ttl)","ttl_expires_at: now + chrono::Duration::from_std(self.config.entry_ttl).unwrap(),"
"astraweave-pcg\src\seed_rng.rs","147","astraweave-pcg","P1-High","chosen","assert!(items.contains(chosen.unwrap()));"
"astraweave-physics\src\lib.rs","429","astraweave-physics","P1-High","pw.body_transform(char_id)","let x = pw.body_transform(char_id).unwrap().w_axis.x;"
"astraweave-quests\src\systems.rs","514","astraweave-quests","P1-High",".unwrap(),",".unwrap(),"
"astraweave-rag\src\pipeline.rs","592","astraweave-rag","P1-High","sort_by(|a, b| b.similarity_score.partial_cmp(&a.similarity_score)",".sort_by(|a, b| b.similarity_score.partial_cmp(&a.similarity_score).unwrap());"
"astraweave-rag\src\pipeline.rs","596","astraweave-rag","P1-High","sort_by(|a, b| a.similarity_score.partial_cmp(&b.similarity_score)",".sort_by(|a, b| a.similarity_score.partial_cmp(&b.similarity_score).unwrap());"
"astraweave-render\src\clustered.rs","289","astraweave-render","P1-High","offsets.last()","assert_eq!(*offsets.last().unwrap() as usize, indices.len());"
"astraweave-render\src\clustered.rs","351","astraweave-render","P1-High","offsets_cpu.last()","let n_indices = *offsets_cpu.last().unwrap() as usize;"
"astraweave-scene\src\lib.rs","791","astraweave-scene","P1-High","assert!(!world.get::<CChildren>(parent).unwrap().0.contains(&child));","assert!(!world.get::<CChildren>(parent).unwrap().0.contains(&child));"
"astraweave-scene\src\lib.rs","960","astraweave-scene","P1-High","let sword_world = world.get::<CTransformWorld>(sword_entity).unwrap().0;","let sword_world = world.get::<CTransformWorld>(sword_entity).unwrap().0;"
"astraweave-scene\src\lib.rs","629","astraweave-scene","P1-High","let root_world = world.get::<CTransformWorld>(root).unwrap().0;","let root_world = world.get::<CTransformWorld>(root).unwrap().0;"
"astraweave-scene\src\lib.rs","632","astraweave-scene","P1-High","let child_world = world.get::<CTransformWorld>(child).unwrap().0;","let child_world = world.get::<CTransformWorld>(child).unwrap().0;"
"astraweave-scene\src\lib.rs","786","astraweave-scene","P1-High","assert!(world.get::<CChildren>(parent).unwrap().0.contains(&child));","assert!(world.get::<CChildren>(parent).unwrap().0.contains(&child));"
"astraweave-scene\src\lib.rs","635","astraweave-scene","P1-High","let grandchild_world = world.get::<CTransformWorld>(grandchild).unwrap().0;","let grandchild_world = world.get::<CTransformWorld>(grandchild).unwrap().0;"
"astraweave-scene\src\lib.rs","671","astraweave-scene","P1-High","let child_world_1 = world.get::<CTransformWorld>(child).unwrap().0;","let child_world_1 = world.get::<CTransformWorld>(child).unwrap().0;"
"astraweave-scene\src\lib.rs","684","astraweave-scene","P1-High","let child_world_2 = world.get::<CTransformWorld>(child).unwrap().0;","let child_world_2 = world.get::<CTransformWorld>(child).unwrap().0;"
"astraweave-scene\src\partitioned_scene.rs","322","astraweave-scene","P1-High","scene.query_entities_in_cell(new_coord)","assert_eq!(scene.query_entities_in_cell(new_coord).unwrap().len(), 1);"
"astraweave-scene\src\partitioned_scene.rs","316","astraweave-scene","P1-High","scene.query_entities_in_cell(coord)","assert_eq!(scene.query_entities_in_cell(coord).unwrap().len(), 1);"
"astraweave-scene\src\partitioned_scene.rs","345","astraweave-scene","P1-High","scene.query_entities_in_cell(coord)","assert_eq!(scene.query_entities_in_cell(coord).unwrap().len(), 1);"
"astraweave-sdk\src\lib.rs","413","astraweave-sdk","P1-High","std::ffi::CString::new(""not json"")","std::ffi::CString::new(""not json"").unwrap().as_ptr(),"
"astraweave-security\src\lib.rs","506","astraweave-security","P1-High","result.as_int()","assert_eq!(result.as_int().unwrap(), 42);"
"astraweave-terrain\src\erosion.rs","119","astraweave-terrain","P1-High","apply_thermal_erosion(&mut heightmap, 10, 30.0)","apply_thermal_erosion(&mut heightmap, 10, 30.0).unwrap(); // More iterations, steeper angle"
"astraweave-terrain\src\erosion.rs","142","astraweave-terrain","P1-High","apply_hydraulic_erosion(&mut heightmap, 1.0)","apply_hydraulic_erosion(&mut heightmap, 1.0).unwrap(); // Stronger erosion"
"astraweave-terrain\src\voxel_data.rs","468","astraweave-terrain","P1-High","retrieved2","assert_eq!(retrieved2.unwrap().material, 2);"
"astraweave-terrain\src\voxel_data.rs","445","astraweave-terrain","P1-High","retrieved","assert_eq!(retrieved.unwrap().density, 1.0);"
"astraweave-terrain\src\voxel_data.rs","464","astraweave-terrain","P1-High","retrieved1","assert_eq!(retrieved1.unwrap().density, 1.0);"
"astraweave-terrain\src\voxel_data.rs","446","astraweave-terrain","P1-High","retrieved","assert_eq!(retrieved.unwrap().material, 1);"
"astraweave-ui\src\hud.rs","794","astraweave-ui","P1-High","self.active_dialogue.as_ref()","log::info!(""Dialogue started: {}"", self.active_dialogue.as_ref().unwrap().speaker_name);"
"astraweave-weaving\src\intents.rs","225","astraweave-weaving","P1-High","payload.get(""resource_type"")","assert_eq!(intents[0].payload.get(""resource_type"").unwrap(), ""food"");"
"astraweave-weaving\src\intents.rs","240","astraweave-weaving","P1-High","payload.get(""faction"")","assert_eq!(intents[0].payload.get(""faction"").unwrap(), ""red"");"
"net\aw-net-server\src\main.rs","60","unknown","P1-High","with_env_filter(EnvFilter::from_default_env().add_directive(""info"".parse()",".with_env_filter(EnvFilter::from_default_env().add_directive(""info"".parse().unwrap()))"
"persistence\aw-save\src\lib.rs","75","unknown","P1-High","unwrap_or_else(|_| fs::read_dir(""."")",".unwrap_or_else(|_| fs::read_dir(""."").unwrap()) // empty fallback"
"persistence\aw-save\src\lib.rs","242","unknown","P1-High","p.file_name()","file: p.file_name().unwrap().to_string_lossy().into_owned(),"
"tools\asset_signing.rs","45","unknown","P1-High","assert!(verify_asset(tmp, pk.as_bytes(), &sig).unwrap());","assert!(verify_asset(tmp, pk.as_bytes(), &sig).unwrap());"
"tools\asset_signing.rs","30","unknown","P1-High","Signature::from_bytes(signature.try_into()","let sig = Signature::from_bytes(signature.try_into().unwrap());"
"tools\asset_signing.rs","28","unknown","P1-High","VerifyingKey::from_bytes(public_key.try_into()","let vk = VerifyingKey::from_bytes(public_key.try_into().unwrap())"
"tools\asset_signing.rs","18","unknown","P1-High","SigningKey::from_bytes(private_key.try_into()","let sk = SigningKey::from_bytes(private_key.try_into().unwrap());"
"tools\asset_signing\src\lib.rs","30","unknown","P1-High","Signature::from_bytes(signature.try_into()","let sig = Signature::from_bytes(signature.try_into().unwrap());"
"tools\asset_signing\src\lib.rs","45","unknown","P1-High","assert!(verify_asset(tmp, pk.as_bytes(), &sig).unwrap());","assert!(verify_asset(tmp, pk.as_bytes(), &sig).unwrap());"
"tools\asset_signing\src\lib.rs","29","unknown","P1-High","VerifyingKey::from_bytes(public_key.try_into()","VerifyingKey::from_bytes(public_key.try_into().unwrap()).map_err(|e| format!(""vk: {e}""))?;"
"tools\asset_signing\src\lib.rs","18","unknown","P1-High","SigningKey::from_bytes(private_key.try_into()","let sk = SigningKey::from_bytes(private_key.try_into().unwrap());"
"tools\aw_asset_cli\src\main.rs","380","unknown","P1-High","src.file_stem()","let stem = src.file_stem().unwrap().to_string_lossy();"
"tools\aw_asset_cli\src\main.rs","297","unknown","P1-High","src.file_stem()","let stem = src.file_stem().unwrap().to_string_lossy();"
"tools\aw_asset_cli\src\main.rs","313","unknown","P1-High","out.to_str()","out.to_str().unwrap(),"
"tools\aw_asset_cli\src\main.rs","314","unknown","P1-High","src.to_str()","src.to_str().unwrap(),"
"tools\aw_asset_cli\src\main.rs","328","unknown","P1-High","args([""-uastc"", ""-comp_level"", ""2"", ""-file"", src.to_str()",".args([""-uastc"", ""-comp_level"", ""2"", ""-file"", src.to_str().unwrap()])"
"tools\aw_asset_cli\src\main.rs","350","unknown","P1-High","src.file_stem()","let stem = src.file_stem().unwrap().to_string_lossy();"
"tools\aw_asset_cli\src\main.rs","394","unknown","P1-High","out.to_str()","out.to_str().unwrap(),"
"tools\aw_asset_cli\src\main.rs","392","unknown","P1-High","src.to_str()","src.to_str().unwrap(),"
"tools\aw_build\src\main.rs","298","unknown","P1-High","fs::write(root2.join(""b.txt""), ""world!"").unwrap(); // changed","fs::write(root2.join(""b.txt""), ""world!"").unwrap(); // changed"
"tools\aw_build\src\main.rs","149","unknown","P1-High","find_rel_upwards(new_manifest.parent()","let candidate = find_rel_upwards(new_manifest.parent().unwrap(), &ent.rel)"
"tools\aw_editor\src\material_inspector.rs","255","unknown","P1-High","self.textures.albedo.as_ref()","self.textures.albedo.as_ref().unwrap().height()"
"tools\aw_editor\src\material_inspector.rs","329","unknown","P1-High","self.textures.orm.as_ref()","self.textures.orm.as_ref().unwrap().height()"
"tools\aw_editor\src\material_inspector.rs","328","unknown","P1-High","self.textures.orm.as_ref()","self.textures.orm.as_ref().unwrap().width(),"
"tools\aw_editor\src\material_inspector.rs","292","unknown","P1-High","self.textures.normal.as_ref()","self.textures.normal.as_ref().unwrap().width(),"
"tools\aw_editor\src\material_inspector.rs","293","unknown","P1-High","self.textures.normal.as_ref()","self.textures.normal.as_ref().unwrap().height()"
"tools\aw_editor\src\material_inspector.rs","254","unknown","P1-High","self.textures.albedo.as_ref()","self.textures.albedo.as_ref().unwrap().width(),"
"astraweave-gameplay\src\combat_physics.rs","423","astraweave-gameplay","P2-Medium","iframes.as_ref()","assert_eq!(targets[0].iframes.as_ref().unwrap().time_left, 0.5, ""iframes should not be consumed by attack"");"
"astraweave-gameplay\src\combat_physics.rs","373","astraweave-gameplay","P2-Medium","parry.as_ref()","assert!(!targets[0].parry.as_ref().unwrap().active, ""Parry should be deactivated"");"
"astraweave-gameplay\src\combat_physics.rs","372","astraweave-gameplay","P2-Medium","parry.as_ref()","assert_eq!(targets[0].parry.as_ref().unwrap().window, 0.0, ""Parry window should be consumed"");"
"astraweave-gameplay\src\tests.rs","339","astraweave-gameplay","P2-Medium","result","let weapon = result.unwrap();"
"astraweave-gameplay\src\tests.rs","152","astraweave-gameplay","P2-Medium","result1","let item = result1.unwrap();"
"astraweave-ai\tests\arbiter_tests.rs","91","astraweave-ai","P3-Low","self.plan_to_return.lock()","let plan_guard = self.plan_to_return.lock().unwrap();"
"astraweave-ai\tests\arbiter_tests.rs","69","astraweave-ai","P3-Low","self.plan_to_return.lock()","*self.plan_to_return.lock().unwrap() = Some(plan);"
"astraweave-ai\tests\arbiter_tests.rs","79","astraweave-ai","P3-Low","self.plan_to_return.lock()","*self.plan_to_return.lock().unwrap() = plan;"
"astraweave-ai\tests\integration_tests.rs","164","astraweave-ai","P3-Low","sorted.sort_by(|a, b| a.partial_cmp(b)","sorted.sort_by(|a, b| a.partial_cmp(b).unwrap());"
"astraweave-ai\tests\tool_validation_tests.rs","259","astraweave-ai","P3-Low","ctx_clone.lock()","let ctx_lock = ctx_clone.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","199","astraweave-ecs","P3-Low","t2.join()","let pos2 = t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","43","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","90","astraweave-ecs","P3-Low","t1.join()","let new_entity = t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","86","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","81","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","73","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","58","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","53","astraweave-ecs","P3-Low","t2.join()","let e2 = t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","52","astraweave-ecs","P3-Low","t1.join()","let e1 = t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","48","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","482","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","494","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","473","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","464","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","455","astraweave-ecs","P3-Low","handles.into_iter().map(|h| h.join()","let entities: Vec<_> = handles.into_iter().map(|h| h.join().unwrap()).collect();"
"astraweave-ecs\tests\concurrency_tests.rs","198","astraweave-ecs","P3-Low","t1.join()","let pos1 = t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","449","astraweave-ecs","P3-Low","world_clone.lock()","let mut w = world_clone.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","91","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","93","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","109","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","114","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","495","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","497","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","194","astraweave-ecs","P3-Low","world2.lock()","let w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","189","astraweave-ecs","P3-Low","world1.lock()","let w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","179","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","167","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","165","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","428","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","164","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","155","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","147","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","132","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","125","astraweave-ecs","P3-Low","t3.join()","let e3 = t3.join().unwrap();"
